product_id,product_name,category,stock_quantity,weekly_sales,supplier_delay_days,min_stock_level,price,last_sale_days,seasonality,risk_level
422,USB Flash,Computer Accessories,15,62,9,29,977,9,1,High
423,Keyboard,Safety,7,4,5,10,772,74,0,Medium
424,Keyboard,Safety,82,38,8,71,1936,3,0,Medium
425,Printer Cable,Computer Accessories,592,2,2,56,70,8,0,Low
426,USB Flash,Office Supplies,662,0,2,80,200,1,0,Low
427,Mouse,Electronics,73,9,2,19,919,24,0,Low
428,Laptop Charger,Safety,117,5,1,26,1759,1,0,Low
429,Pen Pack,Storage Devices,350,1,1,53,118,6,0,Low
430,Ink Cartridge,Electronics,432,0,2,67,685,9,1,Low
431,Laptop Charger,Safety,1,37,8,19,1306,2,0,High
432,Notebook,Printer Supplies,505,5,3,69,1340,5,1,Low
433,Safety Gloves,Mobile Accessories,0,49,15,10,2162,6,0,High
434,Mouse,Computer Accessories,16,38,3,14,1979,0,0,Medium
435,HDD,Storage Devices,41,32,5,28,655,0,1,Medium
436,Toner,Electronics,36,38,4,35,168,7,0,Medium
437,Router,Printer Supplies,126,38,6,79,2137,0,1,Medium
438,Safety Gloves,Mobile Accessories,43,4,4,47,2278,76,1,Medium
439,Safety Gloves,Mobile Accessories,1,53,15,13,2082,4,1,High
440,USB Flash,Office Supplies,375,5,4,43,1791,11,0,Low
441,Safety Gloves,Storage Devices,572,5,1,67,856,11,1,Low
442,Monitor Stand,Mobile Accessories,31,4,4,54,1770,83,0,Medium
443,Safety Gloves,Electronics,17,35,13,47,931,5,0,High
444,Keyboard,Safety,33,4,5,57,2230,64,0,Medium
445,Safety Gloves,Storage Devices,14,59,14,45,1242,10,0,High
446,USB Flash,Electronics,220,4,1,28,979,27,0,Low
447,Safety Gloves,Storage Devices,33,48,14,61,895,6,1,High
448,Toner,Storage Devices,39,60,13,48,2303,2,0,High
449,HDD,Mobile Accessories,328,6,2,64,795,17,0,Low
450,Toner,Printer Supplies,1,57,13,41,1095,0,0,High
451,Safety Gloves,Safety,8,58,12,35,2378,12,0,High
452,Mouse,Safety,24,14,7,18,1105,17,1,Medium
453,Printer Cable,Mobile Accessories,23,39,9,66,1614,0,0,High
454,Router,Mobile Accessories,16,21,7,11,1340,14,1,Medium
455,Receipt Printer,Storage Devices,17,4,3,18,1641,77,1,Medium
456,Keyboard,Computer Accessories,360,2,3,40,688,0,0,Low
457,Keyboard,Storage Devices,51,11,7,41,337,13,1,Medium
458,Safety Gloves,Electronics,434,0,3,57,2036,12,0,Low
459,Switch,Electronics,441,5,2,68,973,18,0,Low
460,Ink Cartridge,Printer Supplies,406,1,4,51,2188,20,0,Low
461,Keyboard,Storage Devices,32,4,5,50,1678,75,0,Medium
462,Notebook,Storage Devices,167,1,2,13,740,7,0,Low
463,Barcode Scanner,Computer Accessories,122,3,1,21,35,19,0,Low
464,Barcode Scanner,Storage Devices,215,2,2,39,1702,10,0,Low
465,Pen Pack,Printer Supplies,85,38,3,74,551,18,0,Medium
466,Printer Cable,Mobile Accessories,12,38,8,11,197,7,1,Medium
467,Ink Cartridge,Printer Supplies,340,4,3,46,1633,21,0,Low
468,Printer Cable,Electronics,225,7,3,24,273,25,1,Low
469,Ink Cartridge,Mobile Accessories,647,0,3,54,2290,5,0,Low
470,Toner,Office Supplies,18,39,10,67,174,7,0,High
471,Switch,Computer Accessories,540,0,2,51,1600,7,1,Low
472,Toner,Mobile Accessories,5,56,7,49,1071,1,1,High
473,USB Flash,Computer Accessories,14,63,9,27,1201,8,0,High
474,Ink Cartridge,Printer Supplies,387,5,1,45,2500,21,0,Low
475,Monitor Stand,Printer Supplies,6,58,7,65,2227,11,1,High
476,Laptop Charger,Office Supplies,9,39,15,47,1152,9,0,High
477,Notebook,Mobile Accessories,30,31,12,67,1101,7,0,High
478,Safety Gloves,Storage Devices,20,61,10,43,1225,8,0,High
479,Toner,Safety,28,4,6,53,381,84,1,Medium
480,Notebook,Storage Devices,17,14,7,13,1827,35,1,Medium
481,USB Flash,Computer Accessories,1,29,13,40,1172,7,1,High
482,Safety Gloves,Storage Devices,557,0,2,68,771,8,0,Low
483,Notebook,Storage Devices,27,16,6,20,1067,17,1,Medium
484,Toner,Electronics,1,59,12,48,2500,2,1,High
485,Toner,Electronics,4,64,13,44,2410,0,0,High
486,Barcode Scanner,Computer Accessories,13,52,13,18,185,6,0,High
487,Toner,Computer Accessories,7,52,14,11,645,6,1,High
488,Switch,Storage Devices,0,67,12,17,2144,3,1,High
489,Safety Gloves,Computer Accessories,495,0,2,47,1364,20,0,Low
490,Barcode Scanner,Office Supplies,17,48,8,33,2413,1,1,High
491,Safety Gloves,Electronics,341,3,1,52,2104,10,0,Low
492,Router,Mobile Accessories,26,4,5,57,199,59,0,Medium
493,Toner,Electronics,16,41,15,29,2128,2,1,High
494,Pen Pack,Storage Devices,2,57,11,10,1383,11,1,High
495,Notebook,Storage Devices,24,14,6,20,901,29,1,Medium
496,Safety Gloves,Storage Devices,590,3,2,68,758,11,0,Low
497,USB Flash,Storage Devices,699,8,1,57,170,10,0,Low
498,Monitor Stand,Computer Accessories,26,44,15,68,1579,6,0,High
499,Router,Storage Devices,439,3,1,76,241,3,1,Low
500,Notebook,Computer Accessories,29,21,13,62,991,4,0,High
501,USB Flash,Safety,25,38,8,18,469,5,0,Medium
502,Laptop Charger,Printer Supplies,439,6,1,73,1924,8,1,Low
503,Receipt Printer,Printer Supplies,263,3,4,33,2325,8,0,Low
504,Ink Cartridge,Printer Supplies,6,34,14,27,296,3,0,High
505,USB Flash,Office Supplies,366,0,1,42,1887,11,0,Low
506,Safety Gloves,Electronics,32,38,5,31,759,8,0,Medium
507,Receipt Printer,Mobile Accessories,49,36,14,65,933,6,1,High
508,Keyboard,Computer Accessories,35,9,8,32,1474,12,0,Medium
509,HDD,Mobile Accessories,10,30,12,31,1384,3,1,High
510,Printer Cable,Safety,515,1,2,74,2008,2,0,Low
511,Notebook,Office Supplies,10,27,10,67,2394,0,1,High
512,Router,Storage Devices,303,0,2,40,1369,10,1,Low
513,Switch,Mobile Accessories,221,4,2,22,2107,22,0,Low
514,Receipt Printer,Electronics,22,4,5,32,2094,83,0,Medium
515,USB Flash,Office Supplies,520,3,3,61,942,20,0,Low
516,Toner,Mobile Accessories,8,62,7,56,829,2,1,High
517,Barcode Scanner,Computer Accessories,601,7,1,57,960,27,0,Low
518,USB Flash,Office Supplies,369,8,3,42,1929,11,0,Low
519,Notebook,Mobile Accessories,80,37,5,74,760,9,1,Medium
520,Monitor Stand,Mobile Accessories,28,4,4,57,2123,84,0,Medium
521,Printer Cable,Safety,800,1,3,70,364,1,0,Low
522,Switch,Office Supplies,336,0,3,35,1597,18,0,Low
523,Safety Gloves,Mobile Accessories,49,4,4,48,2191,69,1,Medium
524,Mouse,Electronics,449,8,2,53,1821,2,0,Low
525,Switch,Safety,398,1,1,65,360,4,0,Low
526,Printer Cable,Safety,50,15,4,72,862,26,0,Medium
527,Safety Gloves,Office Supplies,13,45,6,36,661,4,1,High
528,Router,Computer Accessories,16,40,8,41,1150,5,1,High
529,Switch,Safety,31,4,2,63,1944,94,0,Medium
530,Keyboard,Printer Supplies,5,61,11,26,463,0,1,High
531,Toner,Electronics,3,58,12,47,2500,1,0,High
532,Mouse,Safety,19,17,7,18,1029,16,0,Medium
533,Safety Gloves,Safety,17,4,5,37,1418,76,0,Medium
534,HDD,Printer Supplies,0,29,12,37,1994,7,1,High
535,Printer Cable,Office Supplies,187,2,3,42,1042,7,0,Low
536,Safety Gloves,Computer Accessories,19,59,11,72,1919,1,1,High
537,Pen Pack,Printer Supplies,46,4,4,51,452,120,1,Medium
538,Monitor Stand,Computer Accessories,37,48,15,66,1661,6,1,High
539,HDD,Printer Supplies,86,38,7,71,733,5,1,Medium
540,Monitor Stand,Mobile Accessories,48,4,4,56,1857,77,1,Medium
541,USB Flash,Storage Devices,16,25,15,37,2419,4,1,High
542,Switch,Mobile Accessories,25,4,3,33,1850,94,1,Medium
543,Switch,Computer Accessories,575,1,2,51,1535,6,0,Low
544,USB Flash,Printer Supplies,21,54,15,56,1844,0,1,High
545,Ink Cartridge,Mobile Accessories,139,0,1,24,1041,19,1,Low
546,Receipt Printer,Electronics,17,4,4,27,2068,95,0,Medium
547,Ink Cartridge,Mobile Accessories,448,1,2,42,727,8,0,Low
548,Router,Office Supplies,0,59,13,22,2098,4,1,High
549,Monitor Stand,Printer Supplies,29,52,10,68,899,8,0,High
550,Switch,Office Supplies,337,0,1,25,1831,18,0,Low
551,HDD,Printer Supplies,31,36,7,23,615,6,1,Medium
552,Toner,Computer Accessories,1,47,14,12,625,5,1,High
553,Ink Cartridge,Printer Supplies,270,4,3,41,1366,22,0,Low
554,Printer Cable,Mobile Accessories,21,38,8,17,35,11,0,Medium
555,Toner,Office Supplies,187,0,3,24,1566,30,1,Low
556,Mouse,Electronics,6,69,14,69,2013,5,0,High
557,Switch,Safety,468,1,3,77,1318,26,0,Low
558,Switch,Printer Supplies,722,8,3,65,452,28,0,Low
559,Receipt Printer,Storage Devices,221,5,2,36,1589,27,0,Low
560,Safety Gloves,Computer Accessories,483,0,2,59,1953,13,1,Low
561,Safety Gloves,Storage Devices,17,59,9,45,1248,8,1,High
562,Laptop Charger,Mobile Accessories,6,67,12,58,1607,4,1,High
563,Monitor Stand,Safety,21,49,9,69,1438,2,0,High
564,Router,Storage Devices,266,1,1,80,167,0,0,Low
565,Printer Cable,Office Supplies,350,3,3,44,966,3,0,Low
566,Receipt Printer,Computer Accessories,30,38,5,28,214,5,0,Medium
567,Receipt Printer,Electronics,13,4,4,26,2103,92,0,Medium
568,Barcode Scanner,Safety,357,7,4,72,2237,8,1,Low
569,Monitor Stand,Storage Devices,36,4,3,44,1984,100,1,Medium
570,Monitor Stand,Safety,18,54,11,63,1469,4,0,High
571,Keyboard,Computer Accessories,356,8,3,45,369,1,0,Low
572,Barcode Scanner,Mobile Accessories,550,2,2,67,2334,20,0,Low
573,Mouse,Electronics,31,34,13,76,312,0,1,High
574,Router,Computer Accessories,90,38,5,73,2202,18,1,Medium
575,Switch,Storage Devices,5,47,12,29,1499,9,1,High
576,Router,Computer Accessories,324,9,2,24,997,27,0,Low
577,Notebook,Printer Supplies,505,6,4,62,1443,4,0,Low
578,Laptop Charger,Office Supplies,99,9,2,10,562,14,0,Low
579,Receipt Printer,Storage Devices,11,4,4,19,1283,74,0,Medium
580,Keyboard,Office Supplies,430,0,2,46,2466,1,0,Low
581,Barcode Scanner,Computer Accessories,550,3,1,68,603,27,1,Low
582,Router,Storage Devices,240,0,2,35,979,16,0,Low
583,Barcode Scanner,Printer Supplies,5,39,11,20,1822,4,1,High
584,Barcode Scanner,Mobile Accessories,1,35,13,17,1051,1,1,High
585,Keyboard,Office Supplies,386,0,2,49,2477,3,0,Low
586,Notebook,Storage Devices,13,13,7,13,1819,27,0,Medium
587,Pen Pack,Electronics,2,64,10,20,444,7,1,High
588,Router,Office Supplies,32,4,4,51,271,112,0,Medium
589,USB Flash,Storage Devices,661,7,4,65,35,11,0,Low
590,HDD,Computer Accessories,58,4,4,80,1531,98,1,Medium
591,Printer Cable,Mobile Accessories,29,42,11,60,1770,6,0,High
592,Toner,Electronics,3,51,12,25,2260,2,1,High
593,Barcode Scanner,Storage Devices,5,72,13,58,2086,6,0,High
594,Safety Gloves,Safety,25,4,5,42,1138,73,0,Medium
595,Ink Cartridge,Printer Supplies,42,38,6,37,1933,3,1,Medium
596,Keyboard,Computer Accessories,213,8,1,44,568,0,0,Low
597,Switch,Storage Devices,7,40,14,35,1566,9,1,High
598,Toner,Printer Supplies,436,6,1,41,735,21,1,Low
599,Pen Pack,Printer Supplies,31,4,5,51,427,120,0,Medium
600,Receipt Printer,Safety,77,14,4,80,1578,23,0,Medium
601,Ink Cartridge,Mobile Accessories,473,1,2,45,861,9,0,Low
602,USB Flash,Office Supplies,352,7,4,46,1961,9,0,Low
603,Switch,Safety,497,1,1,58,241,5,1,Low
604,Router,Office Supplies,35,5,4,56,166,110,0,Medium
605,Laptop Charger,Safety,17,4,3,30,843,104,0,Medium
606,Switch,Safety,30,4,2,46,1210,75,0,Medium
607,Mouse,Electronics,116,8,2,20,812,25,0,Low
608,Keyboard,Storage Devices,32,5,7,37,528,5,1,Medium
609,Ink Cartridge,Mobile Accessories,0,65,10,42,1753,6,1,High
610,USB Flash,Office Supplies,6,51,15,13,2408,4,1,High
611,Toner,Printer Supplies,30,67,15,72,1549,0,1,High
612,Keyboard,Computer Accessories,418,2,3,49,485,0,0,Low
613,Toner,Computer Accessories,3,50,14,10,947,5,0,High
614,Router,Safety,49,38,5,34,1415,8,1,Medium
615,Laptop Charger,Electronics,87,11,6,71,1764,21,1,Medium
616,Barcode Scanner,Storage Devices,38,64,14,48,234,12,1,High
617,Ink Cartridge,Computer Accessories,66,38,6,47,1407,0,1,Medium
618,Switch,Storage Devices,10,4,2,16,496,77,0,Medium
619,Barcode Scanner,Storage Devices,293,1,3,49,1879,11,0,Low
620,Switch,Safety,603,0,3,76,909,21,0,Low
621,Safety Gloves,Storage Devices,25,54,13,61,661,5,1,High
622,HDD,Storage Devices,130,0,1,26,1318,13,0,Low
623,HDD,Mobile Accessories,11,4,5,14,451,65,0,Medium
624,Safety Gloves,Mobile Accessories,23,9,2,44,1016,98,0,Medium
625,Barcode Scanner,Mobile Accessories,4,29,12,24,1218,1,1,High
626,Monitor Stand,Printer Supplies,9,75,9,73,2288,0,1,High
627,Safety Gloves,Safety,367,2,3,29,1107,29,1,Low
628,Monitor Stand,Office Supplies,26,4,3,31,1143,93,1,Medium
629,Mouse,Computer Accessories,8,38,3,14,1934,3,0,Medium
630,Keyboard,Office Supplies,405,0,2,46,2500,2,0,Low
631,Laptop Charger,Printer Supplies,460,5,1,69,1986,6,0,Low
632,USB Flash,Mobile Accessories,6,70,14,53,1929,5,0,High
633,Safety Gloves,Storage Devices,4,62,13,37,1243,9,1,High
634,USB Flash,Computer Accessories,19,66,10,34,1090,3,1,High
635,HDD,Electronics,5,66,11,52,2126,2,1,High
636,HDD,Printer Supplies,177,5,1,14,638,28,0,Low
637,Toner,Printer Supplies,28,68,15,63,1839,1,1,High
638,Keyboard,Computer Accessories,358,9,1,46,465,1,0,Low
639,Safety Gloves,Printer Supplies,5,51,14,52,579,8,1,High
640,Safety Gloves,Mobile Accessories,37,4,4,49,2445,73,0,Medium
641,Router,Mobile Accessories,44,4,4,62,35,58,1,Medium
642,Router,Office Supplies,36,7,4,51,284,107,0,Medium
643,Keyboard,Mobile Accessories,9,4,2,15,2309,97,0,Medium
644,USB Flash,Mobile Accessories,4,67,15,56,1899,5,1,High
645,Printer Cable,Computer Accessories,504,2,2,51,35,6,1,Low
646,Router,Computer Accessories,114,38,5,77,2427,1,1,Medium
647,Printer Cable,Mobile Accessories,27,53,15,55,1678,8,1,High
648,Printer Cable,Electronics,684,4,1,69,2185,9,0,Low
649,HDD,Office Supplies,339,4,2,39,213,15,1,Low
650,Keyboard,Mobile Accessories,17,12,6,20,1928,35,1,Medium
651,USB Flash,Storage Devices,36,4,2,60,985,63,0,Medium
652,USB Flash,Office Supplies,529,3,2,63,1000,21,0,Low
653,Toner,Electronics,0,61,11,48,2500,3,1,High
654,Mouse,Printer Supplies,2,52,13,34,781,2,1,High
655,Printer Cable,Mobile Accessories,31,36,15,54,1592,6,0,High
656,Mouse,Printer Supplies,1,48,13,33,576,0,0,High
657,Ink Cartridge,Computer Accessories,52,37,5,43,1233,0,0,Medium
658,Barcode Scanner,Office Supplies,7,50,13,32,2137,0,1,High
659,Receipt Printer,Printer Supplies,495,3,1,68,1229,18,0,Low
660,USB Flash,Office Supplies,8,75,15,21,2383,4,1,High
661,HDD,Mobile Accessories,241,7,2,62,481,20,0,Low
662,Barcode Scanner,Computer Accessories,8,52,9,21,35,3,1,High
663,Barcode Scanner,Storage Devices,39,66,13,49,290,12,1,High
664,Toner,Printer Supplies,391,1,1,43,597,19,0,Low
665,Toner,Safety,238,0,1,38,1032,25,1,Low
666,Pen Pack,Electronics,0,64,13,18,280,6,1,High
667,Toner,Storage Devices,38,58,13,57,2489,2,1,High
668,Barcode Scanner,Storage Devices,245,0,2,46,1885,12,0,Low
669,Safety Gloves,Computer Accessories,27,4,2,59,1433,72,0,Medium
670,Barcode Scanner,Storage Devices,63,38,5,51,1753,8,0,Medium
671,Toner,Electronics,1,61,14,12,1978,1,1,High
672,Monitor Stand,Mobile Accessories,39,8,5,41,1793,25,1,Medium
673,Printer Cable,Computer Accessories,546,2,3,51,35,6,0,Low
674,Keyboard,Safety,29,54,15,58,1218,4,1,High
675,Switch,Safety,708,1,3,80,1102,27,1,Low
676,Mouse,Mobile Accessories,0,58,11,17,811,2,1,High
677,Switch,Office Supplies,38,4,3,50,1757,60,0,Medium
678,Barcode Scanner,Safety,222,1,4,41,1042,28,0,Low
679,Laptop Charger,Safety,3,53,9,21,1331,2,1,High
680,HDD,Storage Devices,37,38,5,30,444,12,1,Medium
681,USB Flash,Printer Supplies,25,39,15,57,1804,1,1,High
682,Ink Cartridge,Safety,17,32,12,73,2328,9,1,High
683,USB Flash,Storage Devices,13,33,12,35,2429,4,1,High
684,Mouse,Computer Accessories,24,37,3,23,1794,6,0,Medium
685,Router,Storage Devices,490,5,1,77,35,3,0,Low
686,Barcode Scanner,Computer Accessories,12,54,15,20,257,8,1,High
687,Keyboard,Computer Accessories,41,19,8,29,1608,11,1,Medium
688,USB Flash,Safety,32,38,9,23,333,14,0,Medium
689,Toner,Printer Supplies,39,18,4,42,1353,8,0,Medium
690,Monitor Stand,Electronics,48,37,6,43,2301,5,0,Medium
691,Ink Cartridge,Safety,15,39,9,65,2416,9,0,High
692,Safety Gloves,Office Supplies,9,50,14,32,875,5,0,High
693,USB Flash,Storage Devices,27,4,2,59,938,72,0,Medium
694,Mouse,Computer Accessories,16,38,3,15,1809,0,0,Medium
695,USB Flash,Office Supplies,13,48,15,15,2500,4,0,High
696,Barcode Scanner,Computer Accessories,4,49,14,14,101,10,0,High
697,Safety Gloves,Electronics,6,36,13,53,1058,4,1,High
698,Switch,Storage Devices,0,19,10,10,2171,0,1,High
699,Switch,Safety,38,4,2,67,1913,90,0,Medium
700,Safety Gloves,Computer Accessories,44,4,2,65,1387,77,1,Medium
701,HDD,Printer Supplies,105,5,1,12,578,29,1,Low
702,Mouse,Printer Supplies,52,38,5,45,390,0,0,Medium
703,Switch,Electronics,434,6,2,68,929,18,1,Low
704,Safety Gloves,Computer Accessories,17,28,11,68,1820,0,1,High
705,Ink Cartridge,Storage Devices,519,4,3,47,2171,0,1,Low
706,Toner,Storage Devices,26,47,11,49,1443,9,0,High
707,Ink Cartridge,Printer Supplies,642,0,2,80,354,29,1,Low
708,Laptop Charger,Office Supplies,115,0,4,13,703,15,1,Low
709,Barcode Scanner,Mobile Accessories,640,5,2,78,2460,22,0,Low
710,Barcode Scanner,Office Supplies,6,48,9,28,2311,0,0,High
711,Keyboard,Storage Devices,45,8,7,37,431,9,1,Medium
712,Router,Storage Devices,28,4,2,49,2500,91,1,Medium
713,USB Flash,Office Supplies,589,3,2,80,35,3,0,Low
714,HDD,Office Supplies,66,38,5,57,1113,11,0,Medium
715,Pen Pack,Storage Devices,0,52,15,75,1060,5,0,High
716,Receipt Printer,Electronics,19,4,4,29,2305,81,0,Medium
717,Monitor Stand,Computer Accessories,21,33,13,32,1253,1,1,High
718,USB Flash,Mobile Accessories,538,0,3,44,1570,19,1,Low
719,USB Flash,Office Supplies,424,6,3,40,1721,9,0,Low
720,Toner,Printer Supplies,49,22,4,46,1432,20,1,Medium
721,Switch,Office Supplies,31,4,4,47,1609,50,1,Medium
722,Laptop Charger,Office Supplies,49,28,8,32,367,1,1,Medium
723,Router,Office Supplies,0,31,13,32,1918,0,0,High
724,Notebook,Printer Supplies,450,5,4,68,1149,7,1,Low
725,HDD,Printer Supplies,61,38,8,50,2163,0,0,Medium
726,HDD,Office Supplies,53,38,5,52,1648,7,0,Medium
727,HDD,Printer Supplies,106,4,1,13,403,29,1,Low
728,Mouse,Mobile Accessories,75,34,5,64,2101,13,0,Medium
729,Laptop Charger,Printer Supplies,29,68,11,80,1670,1,1,High
730,Receipt Printer,Printer Supplies,311,7,2,29,2236,7,0,Low
731,Printer Cable,Mobile Accessories,27,35,12,71,1633,12,0,High
732,Safety Gloves,Computer Accessories,29,4,2,56,1421,82,0,Medium
733,Safety Gloves,Storage Devices,544,3,1,69,910,10,0,Low
734,USB Flash,Office Supplies,10,52,15,20,2490,6,1,High
735,Safety Gloves,Mobile Accessories,30,4,4,44,2358,76,0,Medium
736,Notebook,Office Supplies,19,38,10,65,2322,2,1,High
737,Ink Cartridge,Mobile Accessories,765,4,1,76,1101,6,0,Low
738,HDD,Safety,146,4,2,31,1911,11,1,Low
739,Router,Mobile Accessories,18,29,7,16,1179,9,0,Medium
740,Keyboard,Office Supplies,0,42,14,24,382,3,0,High
741,Laptop Charger,Office Supplies,224,6,1,37,1515,17,0,Low
742,HDD,Electronics,47,4,2,57,1559,77,1,Medium
743,USB Flash,Storage Devices,655,9,4,67,38,7,0,Low
744,HDD,Office Supplies,63,38,5,56,1354,10,1,Medium
745,Printer Cable,Safety,22,26,12,43,1610,7,0,High
746,Switch,Safety,508,1,3,69,1317,25,0,Low
747,Laptop Charger,Printer Supplies,70,38,3,70,1953,0,0,Medium
748,Laptop Charger,Mobile Accessories,2,66,10,62,1803,4,1,High
749,Safety Gloves,Mobile Accessories,16,4,5,29,688,2,0,Medium
750,Laptop Charger,Office Supplies,288,6,1,30,1234,22,0,Low
751,HDD,Safety,20,25,13,37,903,5,0,High
752,Switch,Electronics,479,4,2,70,739,19,0,Low
753,HDD,Printer Supplies,62,38,8,56,1974,8,0,Medium
754,Printer Cable,Electronics,74,13,6,59,321,3,1,Medium
755,Receipt Printer,Mobile Accessories,635,5,4,63,1038,14,0,Low
756,Printer Cable,Mobile Accessories,21,38,9,71,1566,12,1,High
757,Pen Pack,Electronics,318,1,1,24,1418,22,0,Low
758,Switch,Safety,482,2,1,59,154,7,1,Low
759,Notebook,Electronics,16,64,9,62,676,9,0,High
760,HDD,Office Supplies,336,0,1,43,505,14,0,Low
761,Mouse,Safety,21,18,7,20,1117,2,0,Medium
762,Switch,Storage Devices,6,51,14,32,442,0,1,High
763,Router,Storage Devices,218,0,2,30,746,15,1,Low
764,USB Flash,Printer Supplies,37,29,14,55,1742,1,1,High
765,Ink Cartridge,Printer Supplies,12,45,11,36,1243,12,1,High
766,Safety Gloves,Safety,146,8,1,21,605,4,1,Low
767,Switch,Storage Devices,2,51,12,19,2033,2,1,High
768,USB Flash,Storage Devices,12,39,11,41,2286,0,0,High
769,Notebook,Printer Supplies,26,33,8,47,304,11,0,High
770,Monitor Stand,Printer Supplies,9,50,10,67,781,7,1,High
771,Receipt Printer,Office Supplies,36,12,7,31,2029,22,1,Medium
772,Router,Storage Devices,208,1,2,35,1403,7,0,Low
773,Notebook,Computer Accessories,30,63,14,55,728,4,0,High
774,HDD,Printer Supplies,101,38,8,73,663,12,1,Medium
775,Toner,Storage Devices,409,3,2,63,1838,24,0,Low
776,HDD,Mobile Accessories,495,5,1,63,442,20,0,Low
777,Monitor Stand,Storage Devices,8,4,5,14,872,10,0,Medium
778,Safety Gloves,Storage Devices,13,62,15,38,1240,10,0,High
779,Barcode Scanner,Safety,311,0,1,45,1211,28,1,Low
780,Notebook,Mobile Accessories,430,1,2,47,2240,7,0,Low
781,Mouse,Electronics,146,2,2,17,1049,25,0,Low
782,Mouse,Mobile Accessories,95,38,6,67,2402,3,1,Medium
783,HDD,Printer Supplies,6,62,9,44,1984,0,0,High
784,Ink Cartridge,Mobile Accessories,693,4,1,72,1192,3,1,Low
785,HDD,Printer Supplies,66,38,8,56,1778,0,0,Medium
786,Printer Cable,Electronics,235,8,1,26,44,25,0,Low
787,HDD,Electronics,3,34,13,58,2211,3,1,High
788,Toner,Electronics,10,42,9,30,2256,2,0,High
789,Monitor Stand,Safety,22,44,13,70,1325,6,0,High
790,HDD,Printer Supplies,78,38,8,61,620,0,0,Medium
791,Printer Cable,Safety,8,44,13,51,1602,6,1,High
792,Notebook,Storage Devices,181,0,2,10,796,6,0,Low
793,USB Flash,Office Supplies,396,4,1,38,1775,9,0,Low
794,HDD,Computer Accessories,234,1,3,26,294,17,0,Low
795,Keyboard,Safety,51,4,5,57,2325,55,1,Medium
796,Laptop Charger,Office Supplies,40,27,7,29,331,0,1,Medium
797,Monitor Stand,Printer Supplies,2,56,7,66,2218,0,1,High
798,Keyboard,Storage Devices,17,4,2,28,1921,64,0,Medium
799,Keyboard,Safety,34,52,12,57,1145,4,0,High
800,Monitor Stand,Safety,9,23,8,64,1272,0,0,High
801,Ink Cartridge,Printer Supplies,415,2,3,48,2357,19,0,Low
802,Printer Cable,Safety,9,33,13,42,1395,5,0,High
803,Safety Gloves,Mobile Accessories,31,4,2,43,785,92,1,Medium
804,Ink Cartridge,Electronics,474,4,2,78,457,8,0,Low
805,Pen Pack,Office Supplies,75,30,8,49,454,15,1,Medium
806,Monitor Stand,Computer Accessories,35,50,15,67,1949,7,0,High
807,Mouse,Computer Accessories,10,38,3,10,1621,0,0,Medium
808,Barcode Scanner,Safety,399,7,4,63,2210,8,1,Low
809,Keyboard,Safety,121,38,7,74,1893,5,1,Medium
810,Laptop Charger,Printer Supplies,420,4,1,69,1895,7,0,Low
811,Ink Cartridge,Storage Devices,478,2,3,50,2121,3,0,Low
812,HDD,Mobile Accessories,9,54,12,25,1168,0,0,High
813,HDD,Mobile Accessories,3,39,13,24,1084,0,1,High
814,Router,Mobile Accessories,38,4,4,62,171,59,1,Medium
815,Switch,Mobile Accessories,12,4,3,22,1996,93,0,Medium
816,Toner,Printer Supplies,7,57,12,43,1509,2,0,High
817,Toner,Electronics,2,63,11,51,2475,4,0,High
818,USB Flash,Office Supplies,446,7,2,80,52,0,0,Low
819,Notebook,Mobile Accessories,33,38,13,66,1141,8,0,High
820,Toner,Storage Devices,320,0,2,52,1845,25,1,Low
821,Laptop Charger,Office Supplies,17,39,12,36,1265,8,1,High
822,Notebook,Storage Devices,197,1,1,16,980,5,0,Low
823,Monitor Stand,Safety,19,53,10,65,1336,5,1,High
824,Router,Storage Devices,93,0,2,30,788,14,0,Low
825,Ink Cartridge,Storage Devices,13,62,15,67,363,6,1,High
826,Router,Printer Supplies,20,38,8,18,292,1,0,Medium
827,Toner,Computer Accessories,4,58,14,10,717,4,1,High
828,Safety Gloves,Mobile Accessories,33,4,5,29,852,1,1,Medium
829,Ink Cartridge,Printer Supplies,41,38,6,35,2052,3,0,Medium
830,Safety Gloves,Mobile Accessories,33,4,5,30,837,11,1,Medium
831,Notebook,Computer Accessories,28,35,13,61,677,2,1,High
832,Printer Cable,Electronics,57,14,6,53,228,0,1,Medium
833,USB Flash,Office Supplies,509,0,3,61,947,23,1,Low
834,Mouse,Computer Accessories,25,20,7,22,1464,9,0,Medium
835,Toner,Safety,300,0,2,30,1020,26,0,Low
836,Pen Pack,Printer Supplies,195,0,2,49,1367,21,0,Low
837,Safety Gloves,Storage Devices,649,0,2,68,1055,11,0,Low
838,Ink Cartridge,Safety,22,46,9,80,606,3,0,High
839,Laptop Charger,Office Supplies,27,41,13,69,2500,0,1,High
840,USB Flash,Computer Accessories,13,60,13,27,1147,11,1,High
841,Toner,Storage Devices,12,60,15,52,2453,3,1,High
842,USB Flash,Computer Accessories,12,63,9,23,1132,10,1,High
843,Notebook,Electronics,60,51,7,80,920,9,1,High
844,Keyboard,Electronics,39,46,12,64,1774,5,0,High
845,Pen Pack,Storage Devices,156,0,1,11,267,11,1,Low
846,Switch,Office Supplies,323,0,1,31,1705,15,0,Low
